Waste_Record_ID,Inventory_ID,Medicine_ID,Batch_Number,Waste_Date,Expiry_Date,Quantity_Wasted,Unit_Cost,Total_Waste_Value,Waste_Reason,Disposal_Method,Disposal_Status,Reported_By,Warehouse_Location,Remarks
WR000765,INV004183,MED067675,BAT233860,2026-06-12,2025-07-14,64,65.68,4203.52,Recalled,Return to Supplier,Completed,EMP020,WH-B,Manufacturer recall
WR000766,INV002559,MED010721,BAT611549,2026-04-30,2026-03-21,28,136.26,3815.28,Expired,Return to Supplier,Pending,EMP010,WH-D,Expired stock removed
WR000767,INV002494,MED106929,BAT909143,2026-05-19,2024-10-04,191,536.71,102511.61,Damaged,Recycling,Completed,EMP013,WH-E,Packaging damaged
WR000768,INV004130,MED022455,BAT575543,2026-07-07,2027-06-27,47,71.72,3370.84,Recalled,Return to Supplier,Completed,EMP003,WH-B,Safety recall
WR000769,INV002548,MED080303,BAT541157,2026-02-17,2027-10-04,177,397.01,70270.77,Recalled,Recycling,Completed,EMP004,WH-A,Safety recall
WR000770,INV002544,MED010771,BAT875906,2026-06-16,2027-07-04,33,437.62,14441.46,Recalled,Return to Supplier,Completed,EMP011,WH-B,Manufacturer recall
WR000771,INV003015,MED101232,BAT508347,2026-07-08,2024-11-01,146,471.34,68815.64,Contaminated,Recycling,Completed,EMP010,WH-A,Quality issue
WR000772,INV004225,MED104327,BAT687569,2026-07-21,2028-08-03,13,574.75,7471.75,Expired,Incineration,Completed,EMP006,WH-D,Expired stock removed
WR000773,INV001606,MED089179,BAT968336,2026-01-20,2025-08-14,152,88.13,13395.76,Expired,Recycling,Completed,EMP010,WH-A,Expired stock removed
WR000774,INV000966,MED030620,BAT250494,2026-06-16,2026-01-03,184,582.38,107157.92,Damaged,Incineration,Completed,EMP008,WH-B,Packaging damaged
WR000775,INV000354,MED036265,BAT810614,2026-06-18,2026-05-09,99,519.45,51425.55,Expired,Biohazard Disposal,Completed,EMP004,WH-A,Expired stock removed
WR000776,INV000724,MED110106,BAT847986,2026-03-06,2028-06-29,46,157.45,7242.7,Recalled,Recycling,Pending,EMP004,WH-A,Manufacturer recall
WR000777,INV004741,MED045547,BAT870968,2026-07-21,2028-04-04,9,453.4,4080.6,Expired,Incineration,Completed,EMP002,WH-D,Expired stock removed
WR000778,INV001028,MED034805,BAT493482,2026-07-21,2027-12-09,119,111.98,13325.62,Expired,Return to Supplier,Completed,EMP006,WH-E,Expired stock removed
WR000779,INV000746,MED108313,BAT554871,2026-07-21,2027-07-14,114,12.92,1472.88,Expired,Return to Supplier,Completed,EMP006,WH-D,Medicine expired
WR000780,INV000243,MED102971,BAT921609,2026-04-21,2028-04-17,55,564.98,31073.9,Overstock,Recycling,Completed,EMP016,WH-E,Low demand
WR000781,INV002441,MED062844,BAT839490,2026-06-09,2027-05-13,123,487.46,59957.58,Damaged,Recycling,Completed,EMP017,WH-B,Broken container
WR000782,INV002131,MED036620,BAT653421,2026-07-21,2027-08-29,18,93.08,1675.44,Expired,Recycling,Pending,EMP004,WH-A,Medicine expired
WR000783,INV002197,MED089985,BAT974413,2026-06-22,2026-04-20,84,154.15,12948.6,Recalled,Biohazard Disposal,Pending,EMP015,WH-D,Safety recall
WR000784,INV003271,MED129167,BAT925116,2026-05-28,2026-03-24,144,551.48,79413.12,Overstock,Biohazard Disposal,Completed,EMP005,WH-C,Excess inventory
WR000785,INV003580,MED127582,BAT785753,2026-07-21,2027-10-18,187,338.52,63303.24,Expired,Incineration,Completed,EMP010,WH-D,Expired stock removed
WR000786,INV004580,MED005858,BAT521947,2026-04-20,2027-08-31,50,274.24,13712.0,Damaged,Biohazard Disposal,Completed,EMP001,WH-D,Packaging damaged
WR000787,INV000062,MED087031,BAT793655,2026-04-23,2026-10-11,111,12.53,1390.83,Damaged,Incineration,Completed,EMP004,WH-A,Broken container
WR000788,INV001282,MED105149,BAT176573,2026-05-08,2027-03-14,181,318.99,57737.19,Damaged,Recycling,Completed,EMP011,WH-A,Broken container
WR000789,INV003289,MED001025,BAT112025,2026-07-21,2027-11-04,125,425.75,53218.75,Expired,Return to Supplier,Pending,EMP014,WH-C,Expired stock removed
WR000790,INV002416,MED075420,BAT169529,2026-07-21,2027-12-29,128,363.5,46528.0,Expired,Biohazard Disposal,Completed,EMP002,WH-C,Medicine expired
WR000791,INV003558,MED101924,BAT464732,2026-04-29,2028-01-28,77,119.66,9213.82,Overstock,Return to Supplier,Completed,EMP009,WH-C,Low demand
WR000792,INV000404,MED118809,BAT225151,2026-04-10,2026-09-25,173,162.22,28064.06,Overstock,Biohazard Disposal,Completed,EMP012,WH-A,Low demand
WR000793,INV001446,MED116646,BAT312544,2026-07-21,2026-01-13,104,144.72,15050.88,Overstock,Incineration,Completed,EMP012,WH-A,Low demand
WR000794,INV004090,MED135581,BAT209565,2026-04-04,2026-03-24,120,444.55,53346.0,Expired,Incineration,Completed,EMP019,WH-E,Medicine expired
WR000795,INV003381,MED042737,BAT653758,2026-07-21,2026-07-15,107,402.87,43107.09,Expired,Biohazard Disposal,Completed,EMP004,WH-B,Expired stock removed
WR000796,INV000263,MED033075,BAT720970,2026-06-06,2027-12-06,132,127.44,16822.08,Overstock,Incineration,Completed,EMP003,WH-E,Excess inventory
WR000797,INV004107,MED111927,BAT559907,2026-07-03,2026-08-24,143,116.95,16723.85,Overstock,Biohazard Disposal,Completed,EMP007,WH-B,Excess inventory
WR000798,INV003662,MED116833,BAT977327,2026-02-18,2025-01-29,172,275.25,47343.0,Expired,Biohazard Disposal,Completed,EMP020,WH-A,Expired stock removed
WR000799,INV001899,MED120830,BAT884096,2026-06-06,2025-04-25,179,348.48,62377.92,Overstock,Biohazard Disposal,Completed,EMP016,WH-A,Low demand
WR000800,INV001850,MED066052,BAT155407,2026-05-20,2027-07-10,196,170.68,33453.28,Damaged,Biohazard Disposal,Completed,EMP007,WH-E,Packaging damaged
WR000801,INV002783,MED008543,BAT478077,2026-03-06,2027-12-17,18,247.03,4446.54,Damaged,Return to Supplier,Completed,EMP010,WH-B,Packaging damaged
WR000802,INV000320,MED130999,BAT655149,2026-07-21,2028-07-06,64,64.58,4133.12,Expired,Biohazard Disposal,Completed,EMP008,WH-E,Expired stock removed
WR000803,INV001225,MED074776,BAT965674,2026-03-23,2028-12-13,23,199.32,4584.36,Recalled,Return to Supplier,Pending,EMP004,WH-A,Safety recall
WR000804,INV004647,MED106762,BAT128009,2026-07-21,2027-08-14,41,385.15,15791.15,Expired,Return to Supplier,Completed,EMP007,WH-C,Expired stock removed
WR000805,INV004477,MED042523,BAT480342,2026-06-06,2024-07-26,101,462.28,46690.28,Overstock,Return to Supplier,Completed,EMP019,WH-C,Low demand
WR000806,INV002690,MED034400,BAT374655,2026-07-21,2027-03-23,105,229.38,24084.9,Expired,Incineration,Completed,EMP008,WH-E,Medicine expired
WR000807,INV002047,MED035142,BAT812672,2026-07-21,2028-05-11,21,244.96,5144.16,Expired,Incineration,Pending,EMP018,WH-C,Medicine expired
WR000808,INV003399,MED091585,BAT158631,2026-03-04,2027-03-21,168,134.42,22582.56,Contaminated,Incineration,Completed,EMP015,WH-D,Contaminated during storage
WR000809,INV004979,MED063255,BAT343866,2026-07-21,2027-02-04,25,537.91,13447.75,Expired,Incineration,Completed,EMP011,WH-C,Medicine expired
WR000810,INV001459,MED109079,BAT133049,2026-06-21,2028-02-28,13,421.88,5484.44,Overstock,Biohazard Disposal,Completed,EMP007,WH-E,Excess inventory
WR000811,INV002298,MED073897,BAT962892,2025-11-07,2025-06-10,195,457.82,89274.9,Expired,Incineration,Completed,EMP001,WH-B,Medicine expired
WR000812,INV003194,MED134936,BAT516508,2026-07-21,2027-09-20,78,134.83,10516.74,Expired,Incineration,Completed,EMP006,WH-D,Medicine expired
WR000813,INV003852,MED091131,BAT640730,2026-07-21,2025-07-25,51,468.85,23911.35,Overstock,Recycling,Completed,EMP012,WH-E,Low demand
WR000814,INV002413,MED027307,BAT594431,2025-08-11,2024-12-07,76,524.39,39853.64,Expired,Return to Supplier,Completed,EMP017,WH-D,Expired stock removed
WR000815,INV002462,MED060939,BAT287910,2026-03-24,2025-08-20,33,114.89,3791.37,Recalled,Return to Supplier,Completed,EMP010,WH-D,Manufacturer recall
WR000816,INV002814,MED124720,BAT425772,2026-07-02,2026-09-21,185,361.32,66844.2,Overstock,Return to Supplier,Completed,EMP015,WH-A,Excess inventory
WR000817,INV002593,MED078275,BAT591931,2026-07-21,2028-12-24,110,179.03,19693.3,Expired,Recycling,Completed,EMP003,WH-D,Medicine expired
WR000818,INV003087,MED039936,BAT369137,2026-07-21,2027-07-09,1,350.48,350.48,Expired,Recycling,Completed,EMP002,WH-B,Medicine expired
WR000819,INV002734,MED081589,BAT322577,2026-07-21,2026-10-25,117,401.84,47015.28,Expired,Incineration,Completed,EMP013,WH-D,Medicine expired
WR000820,INV002326,MED096745,BAT685466,2026-07-21,2027-11-02,6,329.04,1974.24,Expired,Incineration,Completed,EMP018,WH-A,Expired stock removed
WR000822,INV001431,MED080517,BAT438637,2026-07-21,2028-09-05,200,16.46,3292.0,Expired,Recycling,Completed,EMP008,WH-A,Expired stock removed
WR000823,INV001447,MED091083,BAT686095,2026-04-09,2027-11-07,72,57.61,4147.92,Recalled,Biohazard Disposal,Completed,EMP015,WH-E,Manufacturer recall
WR000824,INV001097,MED033894,BAT949355,2026-04-06,2025-04-28,126,343.14,43235.64,Expired,Biohazard Disposal,Completed,EMP015,WH-B,Expired stock removed
WR000825,INV002127,MED010057,BAT624497,2026-04-18,2028-02-21,116,19.06,2210.96,Damaged,Biohazard Disposal,Completed,EMP010,WH-E,Packaging damaged
WR000826,INV003596,MED075025,BAT701051,2026-07-21,2026-11-14,29,472.88,13713.52,Expired,Recycling,Completed,EMP007,WH-E,Expired stock removed
WR000827,INV004201,MED066603,BAT950133,2026-06-14,2025-05-21,172,312.83,53806.76,Damaged,Biohazard Disposal,Completed,EMP020,WH-A,Packaging damaged
WR000828,INV001025,MED032617,BAT981282,2026-07-21,2027-10-20,139,397.26,55219.14,Expired,Recycling,Completed,EMP020,WH-A,Medicine expired
WR000829,INV003220,MED094087,BAT345613,2026-07-21,2028-01-07,97,428.4,41554.8,Expired,Biohazard Disposal,Completed,EMP007,WH-D,Expired stock removed
WR000830,INV003503,MED020893,BAT458280,2026-07-21,2026-12-05,144,90.73,13065.12,Expired,Return to Supplier,Completed,EMP003,WH-A,Expired stock removed
WR000831,INV002396,MED074066,BAT357058,2026-03-18,2027-04-27,125,182.49,22811.25,Damaged,Biohazard Disposal,Completed,EMP002,WH-B,Broken container
WR000832,INV004749,MED046083,BAT178024,2026-05-14,2026-03-28,83,115.39,9577.37,Expired,Incineration,Completed,EMP007,WH-C,Medicine expired
WR000833,INV004673,MED009023,BAT110570,2026-05-05,2027-04-01,87,42.2,3671.4,Recalled,Return to Supplier,Completed,EMP018,WH-B,Safety recall
WR000834,INV002457,MED070147,BAT782236,2026-07-21,2028-01-17,144,35.8,5155.2,Expired,Biohazard Disposal,Completed,EMP006,WH-E,Medicine expired
WR000835,INV002616,MED023134,BAT807137,2026-06-18,2028-04-03,112,185.34,20758.08,Overstock,Return to Supplier,Completed,EMP016,WH-C,Low demand
WR000836,INV000208,MED010521,BAT588002,2026-04-01,2026-09-01,100,554.25,55425.0,Damaged,Incineration,Completed,EMP001,WH-A,Broken container
WR000837,INV000731,MED057561,BAT608768,2026-05-14,2028-05-02,175,78.57,13749.75,Damaged,Incineration,Completed,EMP020,WH-B,Broken container
WR000838,INV004439,MED062038,BAT649009,2026-03-25,2025-10-11,131,496.72,65070.32,Damaged,Return to Supplier,Completed,EMP007,WH-B,Packaging damaged
WR000839,INV000834,MED059074,BAT408824,2026-07-21,2028-08-30,31,472.59,14650.29,Expired,Return to Supplier,Completed,EMP018,WH-A,Expired stock removed
WR000840,INV003065,MED103167,BAT641290,2026-02-13,2025-10-23,158,541.99,85634.42,Damaged,Recycling,Completed,EMP006,WH-B,Broken container
WR000841,INV000262,MED068214,BAT343118,2026-07-21,2028-06-13,124,396.1,49116.4,Expired,Incineration,Completed,EMP007,WH-E,Medicine expired
WR000843,INV001931,MED000447,BAT392193,2026-01-22,2026-07-11,59,421.66,24877.94,Damaged,Return to Supplier,Completed,EMP001,WH-E,Packaging damaged
WR000844,INV002241,MED115533,BAT241532,2026-02-18,2027-03-20,86,163.34,14047.24,Recalled,Biohazard Disposal,Completed,EMP002,WH-E,Safety recall
WR000845,INV001032,MED115203,BAT783592,2026-07-21,2027-05-03,116,568.08,65897.28,Expired,Biohazard Disposal,Completed,EMP009,WH-B,Medicine expired
WR000846,INV000626,MED127758,BAT608623,2026-07-21,2027-09-02,101,434.23,43857.23,Overstock,Recycling,Completed,EMP001,WH-D,Low demand
WR000847,INV004501,MED006919,BAT294695,2026-03-03,2028-01-01,70,510.87,35760.9,Recalled,Return to Supplier,Pending,EMP019,WH-D,Manufacturer recall
WR000848,INV002472,MED039827,BAT886803,2026-06-15,2028-09-21,197,169.65,33421.05,Overstock,Return to Supplier,Completed,EMP017,WH-C,Excess inventory
WR000849,INV000034,MED012279,BAT672092,2026-06-24,2025-08-22,38,260.72,9907.36,Recalled,Recycling,Completed,EMP014,WH-A,Safety recall
WR000850,INV004140,MED032017,BAT108180,2026-06-16,2026-02-15,15,77.04,1155.6,Expired,Recycling,Completed,EMP015,WH-C,Expired stock removed
WR000851,INV001967,MED025968,BAT533612,2026-07-21,2026-10-05,18,512.73,9229.14,Expired,Return to Supplier,Completed,EMP009,WH-E,Expired stock removed
WR000852,INV002687,MED118046,BAT327976,2026-05-27,2027-11-18,162,184.65,29913.3,Overstock,Return to Supplier,Completed,EMP015,WH-B,Low demand
WR000853,INV001323,MED093433,BAT954886,2026-06-12,2028-07-20,199,473.94,94314.06,Damaged,Incineration,Completed,EMP007,WH-E,Broken container
WR000854,INV001396,MED130582,BAT633506,2025-10-11,2025-03-04,15,149.56,2243.4,Expired,Return to Supplier,Completed,EMP010,WH-B,Medicine expired
WR000855,INV001353,MED129047,BAT143610,2026-07-21,2026-08-17,73,426.04,31100.92,Expired,Biohazard Disposal,Completed,EMP019,WH-E,Medicine expired
WR000856,INV001720,MED100897,BAT635747,2026-02-14,2028-01-24,3,238.53,715.59,Damaged,Biohazard Disposal,Completed,EMP001,WH-D,Broken container
WR000857,INV001527,MED075626,BAT203386,2026-05-01,2028-04-10,155,254.48,39444.4,Recalled,Incineration,Completed,EMP012,WH-B,Manufacturer recall
WR000858,INV002304,MED022417,BAT369035,2026-07-21,2027-02-20,161,103.64,16686.04,Expired,Biohazard Disposal,Completed,EMP003,WH-B,Expired stock removed
WR000859,INV001238,MED080743,BAT658375,2026-07-21,2027-04-24,175,175.34,30684.5,Expired,Incineration,Completed,EMP020,WH-B,Expired stock removed
WR000860,INV001204,MED061694,BAT438031,2026-07-21,2026-10-07,177,99.46,17604.42,Expired,Incineration,Completed,EMP016,WH-A,Expired stock removed
WR000861,INV002962,MED102250,BAT489261,2026-05-25,2026-10-04,83,366.5,30419.5,Damaged,Recycling,Completed,EMP019,WH-A,Packaging damaged
WR000862,INV004843,MED036450,BAT601930,2026-07-21,2027-07-21,7,458.18,3207.26,Expired,Return to Supplier,Completed,EMP005,WH-A,Medicine expired
WR000863,INV002425,MED015555,BAT445264,2026-04-03,2028-02-01,14,266.79,3735.06,Damaged,Biohazard Disposal,Completed,EMP010,WH-B,Packaging damaged
WR000864,INV001103,MED006520,BAT541875,2026-07-04,2026-06-29,155,87.88,13621.4,Expired,Biohazard Disposal,Pending,EMP006,WH-C,Medicine expired
WR000865,INV001694,MED109665,BAT875275,2026-07-21,2027-01-12,84,329.98,27718.32,Expired,Recycling,Completed,EMP005,WH-A,Medicine expired
WR000866,INV001169,MED093135,BAT516650,2026-07-21,2026-12-27,37,69.82,2583.34,Expired,Recycling,Completed,EMP013,WH-A,Medicine expired
WR000867,INV003098,MED118848,BAT661457,2026-07-21,2027-06-11,84,41.97,3525.48,Expired,Incineration,Completed,EMP015,WH-E,Medicine expired
WR000868,INV003254,MED060571,BAT422083,2026-04-14,2028-02-14,61,296.23,18070.03,Damaged,Biohazard Disposal,Completed,EMP003,WH-D,Packaging damaged
WR000869,INV002809,MED046168,BAT940654,2026-07-21,2026-12-30,110,346.85,38153.5,Expired,Incineration,Completed,EMP019,WH-C,Medicine expired
WR000870,INV001916,MED107430,BAT482384,2026-07-21,2028-02-03,150,569.79,85468.5,Expired,Biohazard Disposal,Completed,EMP008,WH-B,Expired stock removed
WR000871,INV000133,MED134234,BAT192410,2026-07-21,2027-03-26,125,243.27,30408.75,Expired,Recycling,Completed,EMP003,WH-C,Expired stock removed
WR000872,INV004713,MED066813,BAT194862,2026-04-19,2025-11-22,31,273.36,8474.16,Overstock,Biohazard Disposal,Completed,EMP019,WH-B,Excess inventory
WR000873,INV000794,MED061073,BAT276358,2026-03-02,2027-04-23,52,273.79,14237.08,Overstock,Incineration,Completed,EMP008,WH-E,Low demand
WR000874,INV004829,MED038672,BAT948687,2026-07-21,2026-06-27,82,93.64,7678.48,Expired,Recycling,Completed,EMP010,WH-C,Medicine expired
WR000875,INV004391,MED122209,BAT665244,2026-07-21,2027-08-16,78,270.41,21091.98,Expired,Biohazard Disposal,Completed,EMP012,WH-C,Expired stock removed
WR000876,INV002128,MED014030,BAT214856,2026-03-06,2025-12-13,148,82.72,12242.56,Overstock,Return to Supplier,Completed,EMP012,WH-A,Excess inventory
WR000877,INV004769,MED123754,BAT489985,2026-02-28,2028-04-17,121,67.35,8149.35,Damaged,Return to Supplier,Completed,EMP019,WH-C,Broken container
WR000878,INV001601,MED053065,BAT265042,2026-05-17,2029-04-01,7,257.81,1804.67,Recalled,Biohazard Disposal,Pending,EMP019,WH-C,Safety recall
WR000879,INV002055,MED049976,BAT507683,2026-05-06,2027-08-20,17,226.56,3851.52,Damaged,Return to Supplier,Completed,EMP009,WH-C,Packaging damaged
WR000880,INV002429,MED019632,BAT758280,2026-07-21,2028-09-17,135,447.47,60408.45,Expired,Recycling,Completed,EMP012,WH-D,Medicine expired
WR000881,INV003478,MED069225,BAT614700,2026-07-21,2027-07-20,123,220.4,27109.2,Expired,Return to Supplier,Completed,EMP002,WH-A,Medicine expired
WR000882,INV000977,MED067879,BAT827104,2026-07-21,2028-06-01,21,482.27,10127.67,Expired,Recycling,Completed,EMP013,WH-D,Expired stock removed
WR000883,INV003008,MED134708,BAT602438,2026-07-21,2028-02-09,198,160.16,31711.68,Expired,Biohazard Disposal,Completed,EMP013,WH-C,Medicine expired
WR000884,INV000898,MED030933,BAT700665,2026-07-21,2026-12-05,39,348.27,13582.53,Expired,Return to Supplier,Completed,EMP016,WH-E,Expired stock removed
WR000885,INV003759,MED119960,BAT661064,2026-07-21,2027-02-06,74,592.73,43862.02,Expired,Return to Supplier,Completed,EMP018,WH-D,Expired stock removed
WR000886,INV001814,MED054191,BAT306369,2025-04-01,2025-03-19,175,96.73,16927.75,Expired,Biohazard Disposal,Completed,EMP005,WH-C,Expired stock removed
WR000887,INV004789,MED082644,BAT795438,2026-07-21,2027-11-06,23,11.89,273.47,Expired,Biohazard Disposal,Completed,EMP018,WH-B,Medicine expired
WR000888,INV004234,MED059192,BAT395802,2026-05-17,2027-07-14,19,499.28,9486.32,Contaminated,Return to Supplier,Completed,EMP019,WH-E,Contaminated during storage
WR000889,INV002569,MED091698,BAT432038,2026-07-21,2026-09-14,197,460.73,90763.81,Expired,Return to Supplier,Completed,EMP008,WH-B,Medicine expired
WR000890,INV002887,MED095327,BAT477360,2026-06-10,2027-06-12,142,67.59,9597.78,Recalled,Return to Supplier,Pending,EMP014,WH-D,Manufacturer recall
WR000891,INV004641,MED101939,BAT135658,2026-07-21,2027-09-07,78,392.23,30593.94,Expired,Return to Supplier,Completed,EMP018,WH-A,Expired stock removed
WR000892,INV000552,MED021732,BAT620509,2026-06-14,2029-05-04,66,485.75,32059.5,Damaged,Return to Supplier,Completed,EMP016,WH-C,Broken container
WR000893,INV003688,MED075783,BAT619129,2026-03-18,2026-07-02,87,223.04,19404.48,Damaged,Recycling,Completed,EMP013,WH-D,Broken container
WR000894,INV000416,MED122951,BAT499941,2026-07-21,2028-06-23,116,322.41,37399.56,Expired,Biohazard Disposal,Completed,EMP008,WH-E,Medicine expired
WR000895,INV004111,MED109993,BAT703117,2026-07-21,2026-10-25,121,473.48,57291.08,Expired,Incineration,Completed,EMP016,WH-C,Medicine expired
WR000896,INV003334,MED101374,BAT982901,2026-01-27,2027-02-27,7,449.06,3143.42,Damaged,Incineration,Completed,EMP018,WH-B,Broken container
WR000897,INV003415,MED045873,BAT620551,2025-11-20,2024-11-23,84,205.15,17232.6,Expired,Biohazard Disposal,Completed,EMP016,WH-C,Expired stock removed
WR000898,INV004060,MED065171,BAT650866,2026-06-25,2028-09-05,136,198.5,26996.0,Damaged,Incineration,Completed,EMP010,WH-E,Broken container
WR000899,INV003216,MED006736,BAT824594,2026-07-21,2027-04-21,167,201.78,33697.26,Expired,Biohazard Disposal,Completed,EMP002,WH-A,Expired stock removed
WR000900,INV004788,MED091410,BAT832785,2026-03-03,2027-06-29,62,442.88,27458.56,Damaged,Incineration,Completed,EMP004,WH-E,Broken container
WR000901,INV001719,MED120499,BAT689343,2026-07-21,2027-04-05,189,518.33,97964.37,Expired,Incineration,Completed,EMP001,WH-B,Medicine expired
WR000902,INV004117,MED020341,BAT625056,2026-06-21,2029-04-22,79,573.25,45286.75,Contaminated,Return to Supplier,Completed,EMP004,WH-C,Contaminated during storage
WR000903,INV004995,MED062063,BAT945579,2026-07-21,2027-08-09,192,378.79,72727.68,Expired,Incineration,Pending,EMP018,WH-B,Expired stock removed
WR000904,INV000036,MED038406,BAT938742,2026-05-06,2026-08-06,131,470.52,61638.12,Overstock,Biohazard Disposal,Completed,EMP009,WH-B,Excess inventory
