Medicine_ID,Product_NDC,Generic_Name,Brand_Name,Manufacturer,Active_Ingredient,Strength,Dosage_Form,Route,Pharm_Class,Category_ID,Category_Name
MED022417,57237-322,Nicotine Polacrilex,Nicotine Polacrilex,"Rising Pharma Holdings, Inc.",NICOTINE,2 mg/1,"GUM, CHEWING",ORAL,Cholinergic Nicotinic Agonist [EPC],CAT005,Neurology
MED022426,57337-041,Aluminum Chlorohydrate,Xtracare Dry Fresh Invisible Solid,Rejoice International,ALUMINUM CHLOROHYDRATE,11 g/57g,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED022444,57337-155,Aluminum Chlorohydrate,Dry Shower Fresh 3.5Oz,Rejoice International Corp.,ALUMINUM CHLOROHYDRATE,23.3 g/100g,"AEROSOL, SPRAY",TOPICAL,UNKNOWN,CAT015,Others
MED022455,57627-126,"Octinoxate, Titanium Dioxide",Alabaster Perfecting Makeup Spf 25 Merle Norman,"Merle Norman Cosmetics, Inc",OCTINOXATE,2.25 g/30mL,EMULSION,TOPICAL,UNKNOWN,CAT015,Others
MED022467,57664-606,Methylphenidate Hydrochloride,Methylphenidate Hydrochloride,"Sun Pharmaceutical Industries, Inc.",METHYLPHENIDATE HYDROCHLORIDE,18 mg/1,"TABLET, EXTENDED RELEASE",ORAL,Central Nervous System Stimulant [EPC],CAT005,Neurology
MED022486,0220-4562,Saponaria Officinalis Root,Saponaria Officinalis,Laboratoires Boiron,SAPONARIA OFFICINALIS ROOT,6 [hp_X]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED022507,57955-9980,"Agnus Castus, Aletris Farinosa, Avena Sativa, Alumina, Conium, Calcarea Carbonica, Helleborus Niger, Lecithin, Natrum Carbonicum, Nux Moschata, Oleander, Phosphoricum Acdium, Plumb Met, Picricum Acidum, Rna, Sulphur, Xerophyllum And Zincum Metallicum.",Memory And Alertness,King Bio Inc.,ALETRIS FARINOSA ROOT,10 [hp_X]/59mL,LIQUID,ORAL,Allergens [CS],CAT006,Respiratory
MED022521,58151-099,Tolterodine Tartrate,Detrol,Viatris Specialty Llc,TOLTERODINE TARTRATE,2 mg/1,"TABLET, FILM COATED",ORAL,Cholinergic Muscarinic Antagonist [EPC],CAT005,Neurology
MED022538,0220-4657,Sepia Officinalis Juice,Sepia,Boiron,SEPIA OFFICINALIS JUICE,200 [kp_C]/200[kp_C],PELLET,ORAL,UNKNOWN,CAT015,Others
MED022555,58264-0250,Ceratostigma Willmottianum Whole,T-5,"Dna Labs, Inc.",CERATOSTIGMA WILLMOTTIANUM WHOLE,30 [hp_X]/mL,SOLUTION,SUBLINGUAL,UNKNOWN,CAT015,Others
MED022613,58544-150,"Avobenzone, Homosalate, Octisalate, Octocrylene",Tonefitsun Ultra Moisturizing Vegan Sunscreen,"Hankook Cosmetics Manufacturing Co.,Ltd_Eumseong Factory",AVOBENZONE,2.7 g/100mL,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED022616,58552-139,"Chlorpheniramine Maleate, Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride",Giltuss Childrens Allergy Plus Cough And Congestion,Gil Pharmaceutical Corp,CHLORPHENIRAMINE MALEATE,2 mg/5mL,SOLUTION,ORAL,Adrenergic alpha1-Agonists [MoA],CAT003,Diabetes
MED022618,58602-017,Fluticasone Propionate,Fluticasone Propionate,Aurohealth Llc,FLUTICASONE PROPIONATE,50 ug/1,"SPRAY, METERED",NASAL,Corticosteroid Hormone Receptor Agonists [MoA],CAT004,Pain Management
MED022622,58602-725,Omeprazole And Sodium Bicarbonate,Omeprazole And Sodium Bicarbonate,Aurohealth Llc,OMEPRAZOLE,20 mg/1,CAPSULE,ORAL,Alkalinizing Activity [MoA],CAT014,Vitamins & Supplements
MED022633,0220-4894,Comfrey Root,Symphytum Officinale,Boiron,COMFREY ROOT,1 [hp_M]/[hp_M],PELLET,ORAL,UNKNOWN,CAT015,Others
MED022784,59651-342,Lenalidomide,Lenalidomide,Aurobindo Pharma Limited,LENALIDOMIDE,2.5 mg/1,CAPSULE,ORAL,Thalidomide Analog [EPC],CAT012,Ophthalmology
MED022842,59746-211,Cyclobenzaprine Hydrochloride,Cyclobenzaprine Hydrochloride,Jubilant Cadista Pharmaceuticals Inc.,CYCLOBENZAPRINE HYDROCHLORIDE,5 mg/1,"TABLET, FILM COATED",ORAL,Centrally-mediated Muscle Relaxation [PE],CAT005,Neurology
MED022880,59779-777,Nuance Salma Hayek Renewed Radiance Moisturizing Day Cream Broad Spectrum Spf 30 Sunscreen,Nuance Salma Hayek Renewed Radiance Moisturizing Day Cream Broad Spectrum Spf 30 Sunscreen,"Cvs Pharmacy, Inc",AVOBENZONE,3 g/100g,LOTION,TOPICAL,UNKNOWN,CAT015,Others
MED022893,60219-1349,Tadalafil,Tadalafil,Amneal Pharmaceuticals Ny Llc,TADALAFIL,20 mg/1,"TABLET, FILM COATED",ORAL,Phosphodiesterase 5 Inhibitor [EPC],CAT003,Diabetes
MED022938,60505-2834,Atomoxetine Hydrochloride,Atomoxetine Hydrochloride,Apotex Corp.,ATOMOXETINE HYDROCHLORIDE,60 mg/1,CAPSULE,ORAL,Norepinephrine Reuptake Inhibitor [EPC],CAT005,Neurology
MED022947,60505-3803,Nilotinib,Nilotinib,Apotex Corp.,NILOTINIB,50 mg/1,CAPSULE,ORAL,Bcr-Abl Tyrosine Kinase Inhibitors [MoA],CAT012,Ophthalmology
MED022976,0220-9331,"Arnica Montana Whole, Arisaema Triphyllum Root, Ferrosoferric Phosphate, Calcium Sulfide, Toxicodendron Pubescens Leaf, Spongia Officinalis Skeleton, Roasted",Voicecalm,Boiron,ARISAEMA TRIPHYLLUM ROOT,9 [hp_C]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED022985,60687-479,Carbamazepine,Carbamazepine,American Health Packaging,CARBAMAZEPINE,100 mg/1,"TABLET, CHEWABLE",ORAL,Cytochrome P450 1A2 Inducers [MoA],CAT014,Vitamins & Supplements
MED022997,60687-705,Demeclocycline,Demeclocycline Hydrochloride,American Health Packaging,DEMECLOCYCLINE HYDROCHLORIDE,300 mg/1,TABLET,ORAL,Tetracycline-class Antimicrobial [EPC],CAT001,Antibiotics
MED023000,60687-727,Colchicine,Colchicine,American Health Packaging,COLCHICINE,.6 mg/1,"TABLET, FILM COATED",ORAL,Alkaloid [EPC],CAT012,Ophthalmology
MED023031,60760-315,Hydrochlorothiazide,Hydrochlorothiazide,St. Mary'S Medical Park Pharmacy,HYDROCHLOROTHIAZIDE,25 mg/1,TABLET,ORAL,Increased Diuresis [PE],CAT003,Diabetes
MED023032,60760-397,Carisoprodol,Carisoprodol,St. Mary'S Medical Park Pharmacy,CARISOPRODOL,350 mg/1,TABLET,ORAL,Centrally-mediated Muscle Relaxation [PE],CAT005,Neurology
MED023097,61096-1035,"Aralia Quin, Arnica, Avena, Baryta Carb, Carduus Mar, Dna, Hepar Suis, Medulla Ossis Suis, Pancreas Suis, Phosphoricum Ac, Pituitarum Posterium, Thuja Occ",Rejuvenation Plus,Eight And Company L.L.C,AMERICAN GINSENG,4 [hp_X]/41mL,LIQUID,ORAL,UNKNOWN,CAT015,Others
MED023120,61442-192,Memantine Hydrochloride,Memantine Hydrochloride,"Carlsbad Technology, Inc.",MEMANTINE HYDROCHLORIDE,5 mg/1,"TABLET, FILM COATED",ORAL,N-methyl-D-aspartate Receptor Antagonist [EPC],CAT005,Neurology
MED023129,61504-145,Naproxen Sodium,Naproxen Sodium,Amerifoods Trading Company,NAPROXEN SODIUM,220 mg/1,"TABLET, COATED",ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED023134,61577-8120,Histamine Dihydrochloride,Arthritis Pain Relief Cream,Sombra Cosmetics Inc.,HISTAMINE DIHYDROCHLORIDE,.00025 g/g,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED023149,61594-046,"Magnesium Sulfate, Unspecified Form",Theraworx Relief For Muscle Cramps Roll-On,"Avadim Holdings, Inc.","MAGNESIUM SULFATE, UNSPECIFIED FORM",6 [hp_X]/mL,AEROSOL,TOPICAL,Calculi Dissolution Agent [EPC],CAT007,Gastrointestinal
MED023205,61957-3225,"Octisalate, Titanium Dioxide",Dior Forever Skin Glow Flawless Radiant Skin True Foundation Spf 25 3Wp Warm Peach,Parfums Christian Dior,OCTISALATE,45 mg/mL,EMULSION,TOPICAL,UNKNOWN,CAT015,Others
MED023269,62135-549,Lorazepam,Lorazepam,"Chartwell Rx, Llc",LORAZEPAM,2 mg/mL,CONCENTRATE,ORAL,Benzodiazepine [EPC],CAT005,Neurology
MED023290,62135-903,Rivastigmine Tartrate,Rivastigmine Tartrate,"Chartwell Rx, Llc",RIVASTIGMINE TARTRATE,6 mg/1,CAPSULE,ORAL,Cholinesterase Inhibitor [EPC],CAT005,Neurology
MED023292,62135-917,Levocetirizine Dihydrochloride,Levocetirizine Dihydrochloride,"Chartwell Rx, Llc",LEVOCETIRIZINE DIHYDROCHLORIDE,.5 mg/mL,SOLUTION,ORAL,Histamine H1 Receptor Antagonists [MoA],CAT006,Respiratory
MED023297,62168-0853,Menthol,"Icy Hot Medicated, Back","Lead Chemical Co., Ltd.","MENTHOL, UNSPECIFIED FORM",428.5 mg/1,PATCH,TOPICAL,UNKNOWN,CAT015,Others
MED023337,62332-279,Duloxetine,Duloxetine Hydrochloride,Alembic Pharmaceuticals Inc.,DULOXETINE HYDROCHLORIDE,30 mg/1,"CAPSULE, DELAYED RELEASE",ORAL,Norepinephrine Uptake Inhibitors [MoA],CAT005,Neurology
MED023388,62559-485,Carbamazepine,Carbamazepine,"Ani Pharmaceuticals, Inc.",CARBAMAZEPINE,200 mg/1,"CAPSULE, EXTENDED RELEASE",ORAL,Cytochrome P450 1A2 Inducers [MoA],CAT014,Vitamins & Supplements
MED023401,62670-6612,Aluminum Zirconium Trichlorohydrex Gly,Mens Collection Antiperspirant Deodorant Noir,"Bath And Body Works, Distr.",ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY,16 g/100g,STICK,TOPICAL,UNKNOWN,CAT015,Others
MED023407,62670-6666,Alcohol,Anti Bacterial Hand Gel Sweet Cinnamon Pumpkin,"Bath & Body Works, Inc.",ALCOHOL,71 mL/100mL,GEL,TOPICAL,UNKNOWN,CAT015,Others
MED023460,62742-4199,Zinc Oxide,Sheer Zinc Spf 30,Allure Labs,ZINC OXIDE,186 mg/g,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED023508,63083-2003,Anti-Diarrhea Drops,Anti-Diarrhea Drops 2003,Professional Complementary Health Formulas,ALOE,4 [hp_X]/59mL,LIQUID,ORAL,UNKNOWN,CAT015,Others
MED023517,63083-2069,Digestive Stimulator Formula,Digestive Stimulator Formula 2069,Professional Complementary Health Formulas,ASIAN GINSENG,3 [hp_X]/59mL,LIQUID,ORAL,Allergens [CS],CAT006,Respiratory
MED023550,63083-9221,Drosera Combination,Drosera Combination 9221,Professional Complementary Health Formulas,ACTIVATED CHARCOAL,12 [hp_X]/29.5mL,LIQUID,ORAL,UNKNOWN,CAT015,Others
MED023560,63083-9418,Staph/Strep/Respiratory Nosode Combination,Staph/Strep/Respiratory Nosode Combination 9418,Professional Complementary Health Formulas,ACONITUM NAPELLUS WHOLE,4 [hp_X]/29.5mL,LIQUID,ORAL,UNKNOWN,CAT015,Others
MED023570,63135-727,Lidocaine 4%,Lubricaine,Esba Laboratories Inc.,LIDOCAINE,4 g/100g,GEL,TOPICAL,Amide Local Anesthetic [EPC],CAT004,Pain Management
MED023583,63187-127,Clindamycin Hydrochloride,Clindamycin Hydrochloride,Proficient Rx Lp,CLINDAMYCIN HYDROCHLORIDE,300 mg/1,CAPSULE,ORAL,Decreased Sebaceous Gland Activity [PE],CAT008,Dermatology
MED023603,63187-535,Naproxen,Naproxen,Proficient Rx Lp,NAPROXEN,375 mg/1,TABLET,ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED023625,63187-794,Naproxen Sodium,Good Sense Naproxen Sodium,Proficient Rx Lp,NAPROXEN SODIUM,220 mg/1,"TABLET, FILM COATED",ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED023636,63187-970,Eszopiclone,Eszopiclone,Proficient Rx Lp,ESZOPICLONE,2 mg/1,"TABLET, FILM COATED",ORAL,UNKNOWN,CAT015,Others
MED023641,63304-010,Metoprolol Succinate,Metoprolol Succinate,Sun Pharmaceutical Industries Inc.,METOPROLOL SUCCINATE,100 mg/1,"CAPSULE, EXTENDED RELEASE",ORAL,Adrenergic beta-Antagonists [MoA],CAT003,Diabetes
MED023698,63323-738,Famotidine,Famotidine,"Fresenius Kabi Usa, Llc",FAMOTIDINE,10 mg/mL,"INJECTION, SOLUTION",INTRAVENOUS,Histamine H2 Receptor Antagonists [MoA],CAT006,Respiratory
MED023705,63354-054,"Avobenzone,Homosalate,Octocrylene",Hawaiian Tropic Everyday Active Spf30,Edgewell Personal Care Brands Llc,AVOBENZONE,2.2 g/100g,LOTION,TOPICAL,UNKNOWN,CAT015,Others
MED023737,63479-0714,"Adenosine Triphosphate, Aurum Metallicum, Camphora, Graphite, Ignatia Amara, Ruta Graveolens, Stramonium",G14 Parasymp-Met,Apex Energetics Inc.,ADENOSINE TRIPHOSPHATE,7 [hp_X]/mL,SOLUTION/ DROPS,SUBLINGUAL,Allergens [CS],CAT006,Respiratory
MED023745,63517-244,Isopropyl Alcohol,Alcohol Sterile,Cardinal Health 200 Llc,ISOPROPYL ALCOHOL,.7 mL/mL,SWAB,TOPICAL,UNKNOWN,CAT015,Others
MED023865,63629-2319,Clonidine Hydrochloride,Clonidine Hydrochloride,Bryant Ranch Prepack,CLONIDINE HYDROCHLORIDE,.3 mg/1,TABLET,ORAL,Adrenergic alpha2-Agonists [MoA],CAT003,Diabetes
MED023970,63629-9436,Cephalexin,Cephalexin,Bryant Ranch Prepack,CEPHALEXIN,750 mg/1,CAPSULE,ORAL,Cephalosporin Antibacterial [EPC],CAT001,Antibiotics
MED024004,63824-575,"Acetaminophen, Dextromethorphan Hydrobromide, Guaifenesin, And Phenylephrine Hydrochloride",Maximum Strength Mucinex Fast-Max Cold And Flu,Reckitt Benckiser Llc,ACETAMINOPHEN,325 mg/1,"TABLET, FILM COATED",ORAL,Adrenergic alpha1-Agonists [MoA],CAT003,Diabetes
MED024029,63868-732,Nicotine Polacrilex Lozenge 4 Mg,Nicotine Polacrilex Lozenge Mint,Chain Drug Marketing Association Inc,NICOTINE,4 mg/1,LOZENGE,ORAL,Cholinergic Nicotinic Agonist [EPC],CAT005,Neurology
MED024045,63941-311,Pyrithione Zinc,Dandruff,Valu Merchandisers Company,PYRITHIONE ZINC,10 mg/mL,SHAMPOO,TOPICAL,UNKNOWN,CAT015,Others
MED024061,63970-001,Oxygen,Oxygen,"Texoma Medical Services, Inc. Dba Western Medical Equipment",OXYGEN,99 L/100L,GAS,RESPIRATORY (INHALATION),UNKNOWN,CAT015,Others
MED024100,64578-0109,Homeopathic Liquid,Isopathic Phenolic Rings,Energetix Corporation,ACETALDEHYDE,12 [hp_X]/59.1mL,LIQUID,ORAL,Acidifying Activity [MoA],CAT014,Vitamins & Supplements
MED024110,64646-420,Alcohol,Hand Sanitizer,Charlotte Products Ltd.,ALCOHOL,75 mL/100mL,SOLUTION,TOPICAL,UNKNOWN,CAT015,Others
MED024120,64850-440,Phendimetrazine Tartrate,Phendimetrazine Tartrate,"Elite Laboratories, Inc",PHENDIMETRAZINE TARTRATE,35 mg/1,TABLET,ORAL,Appetite Suppression [PE],CAT005,Neurology
MED024192,0316-0284,Adapalene,Panoxyl,Crown Laboratories,ADAPALENE,1 mg/g,GEL,TOPICAL,Retinoid [EPC],CAT008,Dermatology
MED024196,64942-2475,Advanced Protection Cedarwood And Lavender Antiperspirant Deodorant,Degree,Conopco D/B/A Unilever,ALUMINUM SESQUICHLOROHYDRATE,16 g/100g,STICK,TOPICAL,UNKNOWN,CAT015,Others
MED024313,65162-902,Aripiprazole,Aripiprazole,Amneal Pharmaceuticals Llc,ARIPIPRAZOLE,30 mg/1,TABLET,ORAL,Atypical Antipsychotic [EPC],CAT005,Neurology
MED024342,65250-266,Bupivacaine,Exparel,"Pacira Pharmaceuticals, Inc.",BUPIVACAINE,13.3 mg/mL,"INJECTION, SUSPENSION, LIPOSOMAL",INFILTRATION,Amide Local Anesthetic [EPC],CAT004,Pain Management
MED024347,65435-0700,"Homosalate, Octocrylene, Octisalate, Avobenzone",Safe Sea Spf Sport 65,Nidaria Technology Ltd,AVOBENZONE,30 mg/mL,LOTION,TOPICAL,UNKNOWN,CAT015,Others
MED024353,0338-0669,"Potassium Chloride, Dextrose Monohydrate And Sodium Chloride",Potassium Chloride In Dextrose And Sodium Chloride,Baxter Healthcare Company,DEXTROSE MONOHYDRATE,5 g/100mL,"INJECTION, SOLUTION",INTRAVENOUS,Increased Large Intestinal Motility [PE],CAT007,Gastrointestinal
MED024358,65649-303,Rifaximin,Xifaxan,"Salix Pharmaceuticals, Inc.",RIFAXIMIN,550 mg/1,TABLET,ORAL,Rifamycin Antibacterial [EPC],CAT001,Antibiotics
MED024362,65692-0564,Summer Sangria Spf 15 Broad Spectrum Lip Balm,Summer Sangria Spf 15 Broad Spectrum Lip Balm,"Raining Rose, Inc",AVOBENZONE,.09 g/4.25g,STICK,TOPICAL,UNKNOWN,CAT015,Others
MED024365,65841-536,Potassium Citrate,Potassium Citrate,Zydus Lifesciences Limited,POTASSIUM CITRATE,5 meq/1,"TABLET, EXTENDED RELEASE",ORAL,Acidifying Activity [MoA],CAT014,Vitamins & Supplements
MED024370,65841-686,Lamotrigine,Lamotrigine,Zydus Lifesciences Limited,LAMOTRIGINE,200 mg/1,TABLET,ORAL,Anti-epileptic Agent [EPC],CAT005,Neurology
MED024398,65862-467,Famciclovir,Famciclovir,Aurobindo Pharma Limited,FAMCICLOVIR,500 mg/1,"TABLET, FILM COATED",ORAL,DNA Polymerase Inhibitors [MoA],CAT012,Ophthalmology
MED024420,65862-780,Olmesartan Medoxomil And Hydrochlorothiazide,Olmesartan Medoxomil And Hydrochlorothiazide,Aurobindo Pharma Limited,HYDROCHLOROTHIAZIDE,12.5 mg/1,"TABLET, FILM COATED",ORAL,Angiotensin 2 Receptor Antagonists [MoA],CAT003,Diabetes
MED024423,65862-847,Clozapine,Clozapine,Aurobindo Pharma Limited,CLOZAPINE,200 mg/1,TABLET,ORAL,Atypical Antipsychotic [EPC],CAT005,Neurology
MED024429,65862-927,Finasteride,Finasteride,Aurobindo Pharma Limited,FINASTERIDE,1 mg/1,"TABLET, FILM COATED",ORAL,5-alpha Reductase Inhibitor [EPC],CAT009,Oncology
MED024458,66096-708,"Antimonium Sulphuratum Aureum, Antimonium Tartaricum, Bryonia Alba, Drosera Rotundifolia, Ipecacuanha, Kali Muriaticum, Rumex Crispus, Senega Officinalis, Spongia Tosta.",Kids Cough Relief Syrup,Ohm Pharma Inc.,ANTIMONY PENTASULFIDE,12 [hp_X]/148mL,LIQUID,ORAL,Increased Large Intestinal Motility [PE],CAT007,Gastrointestinal
MED024481,66298-8507,Moxifloxacin Hydrochloride,Moxifloxacin,Hp Halden Pharma As,MOXIFLOXACIN HYDROCHLORIDE,400 mg/250mL,"INJECTION, SOLUTION",INTRAVENOUS,Fluoroquinolone Antibacterial [EPC],CAT001,Antibiotics
MED024487,66343-102,"Apis Mellifica, Lachesis Mutus, Phosphorus, Thymus Gland, Zinc Met",Emvita 15,Rubimed Ag,APIS MELLIFERA,800 [hp_C]/60mL,LIQUID,ORAL,Allergens [CS],CAT006,Respiratory
MED024515,66715-7857,"Acetaminophen, Guaifenesin, And Phenylephrine Hydrochloride","Tylenol Sinus Severe, Travel Basix","Lil Drug Store Products, Inc",ACETAMINOPHEN,325 mg/1,"TABLET, COATED",ORAL,Adrenergic alpha1-Agonists [MoA],CAT003,Diabetes
MED024547,66902-091,Isopropyl Alcohol,Germ Attack 91% Isopropyl Alcohol,"Natural Essentials, Inc.",ISOPROPYL ALCOHOL,.91 mL/mL,LIQUID,TOPICAL,UNKNOWN,CAT015,Others
MED024580,67046-0517,Levothyroxine Sodium,Levothyroxine Sodium,Coupler Llc,LEVOTHYROXINE SODIUM,.175 mg/1,TABLET,ORAL,Thyroxine [CS],CAT009,Oncology
MED024596,67046-1209,Tramadol Hydrochloride,Tramadol Hydrochloride,Coupler Llc,TRAMADOL HYDROCHLORIDE,50 mg/1,"TABLET, COATED",ORAL,Full Opioid Agonists [MoA],CAT004,Pain Management
MED024624,67046-1646,Ibuprofen,Ibuprofen,Coupler Llc,IBUPROFEN,600 mg/1,"TABLET, FILM COATED",ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED024643,0053-0270,Etranacogene Dezaparvovec,Hemgenix,Csl Behring,UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED024659,67184-1003,Cefepime Hydrochloride,Cefepime,"Qilu Pharmaceutical Co., Ltd.",CEFEPIME HYDROCHLORIDE,1 g/1,"INJECTION, POWDER, FOR SOLUTION",INTRAMUSCULAR,Cephalosporin Antibacterial [EPC],CAT001,Antibiotics
MED024805,0363-0587,Aspirin,Aspirin,Walgreen Company,ASPIRIN,81 mg/1,"TABLET, DELAYED RELEASE",ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED024806,68001-453,Ziprasidone Hydrochloride,Ziprasidone Hydrochloride,Bluepoint Laboratories,ZIPRASIDONE HYDROCHLORIDE,80 mg/1,CAPSULE,ORAL,Atypical Antipsychotic [EPC],CAT005,Neurology
MED024840,68025-071,Tramadol Hydrochloride,Conzip,"Vertical Pharmaceuticals, Llc",TRAMADOL HYDROCHLORIDE,100 mg/1,"CAPSULE, EXTENDED RELEASE",ORAL,Full Opioid Agonists [MoA],CAT004,Pain Management
MED024855,68071-2203,Losartan Potassium,Losartan Potassium 100 Mg,"Nucare Pharmaceuticals,Inc.",LOSARTAN POTASSIUM,100 mg/1,"TABLET, FILM COATED",ORAL,Angiotensin 2 Receptor Antagonists [MoA],CAT003,Diabetes
MED024875,68071-2947,Ibuprofen,Ibuprofen,"Nucare Pharmaceuticals,Inc.",IBUPROFEN,600 mg/1,TABLET,ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED024894,68071-3453,Amlodipine Besylate,Amlodipine Besylate 10 Mg,"Nucare Pharmaceuticals,Inc.",AMLODIPINE BESYLATE,10 mg/1,TABLET,ORAL,Calcium Channel Antagonists [MoA],CAT003,Diabetes
MED024910,68071-3679,Ibuprofen,Ibuprofen,"Nucare Pharmaceuticals, Inc.",IBUPROFEN,600 mg/1,"TABLET, FILM COATED",ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED024918,68071-3798,Acetaminophen And Codeine Phosphate,Acetaminophen And Codeine Phosphate,"Nucare Pharmaceuticals, Inc.",ACETAMINOPHEN,300 mg/1,TABLET,ORAL,Full Opioid Agonists [MoA],CAT004,Pain Management
MED025023,68084-027,Warfarin Sodium,Warfarin Sodium,American Health Packaging,WARFARIN SODIUM,2.5 mg/1,TABLET,ORAL,Vitamin K Antagonist [EPC],CAT013,Vaccines & Biologics
MED025049,68094-256,Morphine Sulfate,Morphine Sulfate,"Precision Dose, Inc.",MORPHINE SULFATE,100 mg/5mL,SOLUTION,ORAL,Full Opioid Agonists [MoA],CAT004,Pain Management
MED025053,68118-080,Mitotane,Lysodren,"Esteve Pharmaceuticals, S.A.",MITOTANE,500 mg/1,TABLET,ORAL,Cytochrome P450 3A4 Inducers [MoA],CAT014,Vitamins & Supplements
MED025081,68180-699,Tramadol Hydrochloride,Tramadol Hydrochloride,"Lupin Pharmaceuticals, Inc.",TRAMADOL HYDROCHLORIDE,300 mg/1,"TABLET, EXTENDED RELEASE",ORAL,Full Opioid Agonists [MoA],CAT004,Pain Management
MED025089,0363-1648,Magnesium Hydroxide,Milk Of Magnesia Cherry,Walgreen Company,MAGNESIUM HYDROXIDE,1200 mg/15mL,LIQUID,ORAL,Calculi Dissolution Agent [EPC],CAT007,Gastrointestinal
MED025091,68180-903,Norethindrone And Ethinyl Estradiol,Kaitlib Fe,"Lupin Pharmaceuticals, Inc.",UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED025114,68382-051,Meloxicam,Meloxicam,Zydus Pharmaceuticals Usa Inc.,MELOXICAM,15 mg/1,TABLET,ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED025119,68382-119,Azathioprine,Azathioprine,Zydus Pharmaceuticals Usa Inc.,AZATHIOPRINE,75 mg/1,TABLET,ORAL,Nucleic Acid Synthesis Inhibitors [MoA],CAT012,Ophthalmology
MED025124,68382-205,Gabapentin,Gabapentin,Zydus Pharmaceuticals Usa Inc.,GABAPENTIN,800 mg/1,"TABLET, FILM COATED",ORAL,Decreased Central Nervous System Disorganized Electrical Activity [PE],CAT005,Neurology
MED025128,68382-327,Estradiol,Estradiol,Zydus Pharmaceuticals Usa Inc.,ESTRADIOL,.06 mg/d,PATCH,TRANSDERMAL,Estradiol Congeners [CS],CAT009,Oncology
MED025144,68382-747,Diltiazem Hydrochloride,Tiadylt Er,Zydus Pharmaceuticals (Usa) Inc.,DILTIAZEM HYDROCHLORIDE,240 mg/1,"CAPSULE, EXTENDED RELEASE",ORAL,Calcium Channel Antagonists [MoA],CAT003,Diabetes
MED025154,68391-430,"Acetaminophen, Diphenhydramine",Extra Strength Acetaminophen Pm,Bjwc (Berkley & Jensen / Bj'S),ACETAMINOPHEN,500 mg/1,TABLET,ORAL,Histamine H1 Receptor Antagonists [MoA],CAT006,Respiratory
MED025155,68391-711,"Dextromethorphan Hbr, Guaifenesin",Berkley And Jensen Tussin Dm Max,Bjwc,DEXTROMETHORPHAN HYDROBROMIDE,20 mg/20mL,SOLUTION,ORAL,Decreased Respiratory Secretion Viscosity [PE],CAT006,Respiratory
MED025177,68462-299,Alclometasone Dipropionate,Alclometasone Dipropionate,"Glenmark Pharmaceuticals Inc., Usa",ALCLOMETASONE DIPROPIONATE,.5 mg/g,OINTMENT,TOPICAL,Corticosteroid Hormone Receptor Agonists [MoA],CAT004,Pain Management
MED025230,68577-112,"Octisalate, Octocrylene",Leg Body Makeup,"Cosmax Usa, Corporation",OCTISALATE,3.2 mg/100mg,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED025235,0363-3390,Antacid,Antacid Extra Strength,Walgreen Co.,CALCIUM CARBONATE,750 mg/1,"TABLET, CHEWABLE",ORAL,UNKNOWN,CAT015,Others
MED025244,68577-235,Zinc Oxide,Laura Geller X Bliss Shine - N - Shield Lip Balm Spf 15 Golden Hour,"Cosmax Usa, Corp",ZINC OXIDE,13.5 mg/100mL,LIPSTICK,TOPICAL,UNKNOWN,CAT015,Others
MED025251,68599-4681,Pain Reliever,Acetaminophen,Mckesson,ACETAMINOPHEN,.5 g/g,TABLET,ORAL,UNKNOWN,CAT015,Others
MED025300,68788-7118,Trazodone Hydrochloride,Trazodone Hydrochloride,Preferred Pharmaceuticals Inc.,TRAZODONE HYDROCHLORIDE,50 mg/1,TABLET,ORAL,Serotonin Reuptake Inhibitor [EPC],CAT005,Neurology
MED025303,68788-7205,Metformin Hydrochloride,Metformin Hydrochloride,Preferred Pharmaceuticals Inc.,METFORMIN HYDROCHLORIDE,750 mg/1,"TABLET, EXTENDED RELEASE",ORAL,Biguanide [EPC],CAT002,Cardiovascular
MED025322,68788-8124,Azithromycin,Azithromycin,Preferred Pharmaceuticals Inc.,AZITHROMYCIN DIHYDRATE,250 mg/1,"TABLET, FILM COATED",ORAL,Macrolide Antimicrobial [EPC],CAT001,Antibiotics
